BHID,FROM,TO,INTERVAL,ZN,PB,FE,AG,XCOLLAR,YCOLLAR,ZCOLLAR,LENGTH,BRG,DIP
3245/100,129.24,129.4,0.16,4.78,0.2,6.56,2.0,228746.491,172157.535,1135.35,152.0,0.0,90.0
3245/100,129.24,129.4,0.16,4.78,0.2,6.56,2.0,228746.491,172157.535,1135.35,152.0,0.0,90.0
3245/100,129.4,130.8,1.4,7.73,0.39,1.82,1.0,228746.491,172157.535,1135.35,152.0,0.0,90.0
3245/100,129.4,130.8,1.4,7.73,0.39,1.82,1.0,228746.491,172157.535,1135.35,152.0,0.0,90.0
3245/100,130.8,131.11,0.31,3.29,0.13,0.94,0.1,228746.491,172157.535,1135.35,152.0,0.0,90.0
3245/100,130.8,131.11,0.31,3.29,0.13,0.94,0.1,228746.491,172157.535,1135.35,152.0,0.0,90.0
3245/100,131.11,131.76,0.65,0.81,0.08,1.24,1.0,228746.491,172157.535,1135.35,152.0,0.0,90.0
3245/100,131.11,131.76,0.65,0.81,0.08,1.24,1.0,228746.491,172157.535,1135.35,152.0,0.0,90.0
3245/100,131.76,133.2,1.44,1.51,0.08,0.51,0.1,228746.491,172157.535,1135.35,152.0,0.0,90.0
3245/100,131.76,133.2,1.44,1.51,0.08,0.51,0.1,228746.491,172157.535,1135.35,152.0,0.0,90.0
3245/100,133.2,134.0,0.8,0.75,0.1,0.78,0.1,228746.491,172157.535,1135.35,152.0,0.0,90.0
3245/100,133.2,134.0,0.8,0.75,0.1,0.78,0.1,228746.491,172157.535,1135.35,152.0,0.0,90.0
3245/100,134.0,134.63,0.63,1.33,0.16,1.07,0.1,228746.491,172157.535,1135.35,152.0,0.0,90.0
3245/100,134.0,134.63,0.63,1.33,0.16,1.07,0.1,228746.491,172157.535,1135.35,152.0,0.0,90.0
3245/100,134.63,135.73,1.1,3.13,0.17,1.53,0.1,228746.491,172157.535,1135.35,152.0,0.0,90.0
3245/100,134.63,135.73,1.1,3.13,0.17,1.53,0.1,228746.491,172157.535,1135.35,152.0,0.0,90.0
3245/101,122.15,122.6,0.45,16.56,0.13,31.66,11.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,122.15,122.6,0.45,16.56,0.13,31.66,11.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,122.6,123.5,0.9,1.48,0.1,44.24,4.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,122.6,123.5,0.9,1.48,0.1,44.24,4.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,123.5,124.4,0.9,19.54,1.35,31.86,9.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,123.5,124.4,0.9,19.54,1.35,31.86,9.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,124.4,125.66,1.26,12.25,1.2,36.69,7.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,124.4,125.66,1.26,12.25,1.2,36.69,7.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,125.66,126.62,0.96,5.51,0.2,38.75,3.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,125.66,126.62,0.96,5.51,0.2,38.75,3.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,126.62,127.4,0.78,34.63,3.16,18.83,9.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,126.62,127.4,0.78,34.63,3.16,18.83,9.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,127.4,128.47,1.07,40.31,6.75,11.94,28.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,127.4,128.47,1.07,40.31,6.75,11.94,28.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,128.47,129.47,1.0,43.66,14.69,4.74,120.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,128.47,129.47,1.0,43.66,14.69,4.74,120.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,129.47,130.4,0.93,43.25,8.09,6.58,87.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,129.47,130.4,0.93,43.25,8.09,6.58,87.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,130.4,131.0,0.6,35.03,10.98,8.79,57.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,130.4,131.0,0.6,35.03,10.98,8.79,57.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,131.0,132.2,1.2,12.93,4.09,2.69,31.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,131.0,132.2,1.2,12.93,4.09,2.69,31.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,132.2,133.4,1.2,36.84,12.14,10.65,109.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,132.2,133.4,1.2,36.84,12.14,10.65,109.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,133.4,134.4,1.0,33.54,7.13,14.65,97.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,133.4,134.4,1.0,33.54,7.13,14.65,97.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,134.4,135.5,1.1,35.91,11.5,9.96,202.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,134.4,135.5,1.1,35.91,11.5,9.96,202.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,135.5,136.4,0.9,29.26,6.93,13.4,117.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,135.5,136.4,0.9,29.26,6.93,13.4,117.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,136.4,137.45,1.05,28.56,9.89,14.95,111.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,136.4,137.45,1.05,28.56,9.89,14.95,111.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,137.45,138.15,0.7,23.64,16.61,8.13,83.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,137.45,138.15,0.7,23.64,16.61,8.13,83.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,138.15,139.4,1.25,17.13,12.83,7.06,156.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,138.15,139.4,1.25,17.13,12.83,7.06,156.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,139.4,139.99,0.59,13.65,3.28,11.49,37.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,139.4,139.99,0.59,13.65,3.28,11.49,37.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,139.99,140.95,0.96,18.31,20.81,4.69,113.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,139.99,140.95,0.96,18.31,20.81,4.69,113.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,140.95,141.48,0.53,8.15,3.45,6.51,28.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,140.95,141.48,0.53,8.15,3.45,6.51,28.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,141.48,142.4,0.92,4.18,2.23,6.26,23.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,141.48,142.4,0.92,4.18,2.23,6.26,23.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/101,142.4,142.96,0.56,7.63,9.7,4.35,121.0,228746.491,172057.152,1134.86,157.4,0.0,90.0
3245/101,142.4,142.96,0.56,7.63,9.7,4.35,121.0,228746.491,172057.152,1134.86,157.4,270.0,89.0
3245/102,131.58,131.92,0.34,10.04,0.74,36.0,2.6,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,131.58,131.92,0.34,10.04,0.74,36.0,2.6,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,131.92,132.91,0.99,24.1,1.47,28.4,1.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,131.92,132.91,0.99,24.1,1.47,28.4,1.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,132.91,133.68,0.77,27.19,3.56,24.75,3.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,132.91,133.68,0.77,27.19,3.56,24.75,3.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,133.68,134.31,0.63,54.68,7.71,3.51,0.1,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,133.68,134.31,0.63,54.68,7.71,3.51,0.1,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,134.31,135.63,1.32,29.24,2.24,22.0,1.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,134.31,135.63,1.32,29.24,2.24,22.0,1.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,135.63,136.71,1.08,37.21,3.74,14.76,1.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,135.63,136.71,1.08,37.21,3.74,14.76,1.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,136.71,138.26,1.55,42.65,17.73,4.36,52.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,136.71,138.26,1.55,42.65,17.73,4.36,52.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,138.26,139.61,1.35,33.01,9.99,14.46,12.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,138.26,139.61,1.35,33.01,9.99,14.46,12.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,139.61,140.13,0.52,9.53,1.95,3.2,3.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,139.61,140.13,0.52,9.53,1.95,3.2,3.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,140.13,140.71,0.58,10.86,0.18,1.99,3.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,140.13,140.71,0.58,10.86,0.18,1.99,3.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,140.71,141.47,0.76,2.09,0.04,2.03,0.1,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,140.71,141.47,0.76,2.09,0.04,2.03,0.1,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,141.47,142.35,0.88,4.81,1.6,2.16,3.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,141.47,142.35,0.88,4.81,1.6,2.16,3.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,142.35,143.57,1.22,9.44,2.93,1.63,17.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/102,142.35,143.57,1.22,9.44,2.93,1.63,17.0,228721.933,172106.877,1136.0,152.0,0.0,90.0
3245/103,132.35,133.4,1.05,15.7,1.17,33.61,3.2,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,132.35,133.4,1.05,15.7,1.17,33.61,3.2,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,133.4,133.98,0.58,3.04,0.13,42.21,1.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,133.4,133.98,0.58,3.04,0.13,42.21,1.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,133.98,135.0,1.02,30.86,4.73,21.83,4.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,133.98,135.0,1.02,30.86,4.73,21.83,4.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,135.0,135.84,0.84,21.45,2.66,27.9,21.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,135.0,135.84,0.84,21.45,2.66,27.9,21.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,135.84,136.4,0.56,47.28,5.03,7.36,107.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,135.84,136.4,0.56,47.28,5.03,7.36,107.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,136.4,137.27,0.87,44.16,20.79,3.48,145.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,136.4,137.27,0.87,44.16,20.79,3.48,145.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,137.27,138.28,1.01,27.2,8.38,14.2,134.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,137.27,138.28,1.01,27.2,8.38,14.2,134.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,138.28,139.4,1.12,38.08,14.73,9.45,137.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,138.28,139.4,1.12,38.08,14.73,9.45,137.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,139.4,140.4,1.0,40.15,18.91,5.51,180.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,139.4,140.4,1.0,40.15,18.91,5.51,180.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,140.4,141.4,1.0,32.71,6.48,13.45,106.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,140.4,141.4,1.0,32.71,6.48,13.45,106.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,141.4,141.94,0.54,3.83,0.48,4.68,6.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,141.4,141.94,0.54,3.83,0.48,4.68,6.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,141.94,142.75,0.81,9.46,2.75,10.84,34.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,141.94,142.75,0.81,9.46,2.75,10.84,34.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,142.75,143.3,0.55,2.44,0.63,4.71,6.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/103,142.75,143.3,0.55,2.44,0.63,4.71,6.0,228744.817,172032.163,1134.87,157.2,0.0,90.0
3245/104,136.59,136.82,0.23,30.84,2.5,22.38,22.0,228721.825,172031.634,1135.205,163.4,0.0,90.0
3245/104,136.59,136.82,0.23,30.84,2.5,22.38,22.0,228721.825,172031.634,1135.205,163.4,360.0,89.0
3245/104,136.82,137.43,0.61,8.04,2.08,39.05,4.0,228721.825,172031.634,1135.205,163.4,0.0,90.0
3245/104,136.82,137.43,0.61,8.04,2.08,39.05,4.0,228721.825,172031.634,1135.205,163.4,360.0,89.0
3245/104,137.43,138.53,1.1,11.98,2.83,36.7,3.0,228721.825,172031.634,1135.205,163.4,0.0,90.0
3245/104,137.43,138.53,1.1,11.98,2.83,36.7,3.0,228721.825,172031.634,1135.205,163.4,360.0,89.0
3245/104,138.53,139.4,0.87,39.75,12.54,13.46,35.0,228721.825,172031.634,1135.205,163.4,0.0,90.0
3245/104,138.53,139.4,0.87,39.75,12.54,13.46,35.0,228721.825,172031.634,1135.205,163.4,360.0,89.0
3245/104,139.4,140.4,1.0,36.55,9.61,16.79,69.0,228721.825,172031.634,1135.205,163.4,0.0,90.0
3245/104,139.4,140.4,1.0,36.55,9.61,16.79,69.0,228721.825,172031.634,1135.205,163.4,360.0,89.0
3245/104,140.4,141.4,1.0,33.43,17.74,13.86,166.0,228721.825,172031.634,1135.205,163.4,0.0,90.0
3245/104,140.4,141.4,1.0,33.43,17.74,13.86,166.0,228721.825,172031.634,1135.205,163.4,360.0,89.0
3245/104,141.4,142.4,1.0,30.23,22.65,10.86,99.0,228721.825,172031.634,1135.205,163.4,0.0,90.0
3245/104,141.4,142.4,1.0,30.23,22.65,10.86,99.0,228721.825,172031.634,1135.205,163.4,360.0,89.0
3245/104,142.4,143.4,1.0,42.25,12.44,11.13,94.0,228721.825,172031.634,1135.205,163.4,0.0,90.0
3245/104,142.4,143.4,1.0,42.25,12.44,11.13,94.0,228721.825,172031.634,1135.205,163.4,360.0,89.0
3245/104,143.4,144.42,1.02,41.81,16.1,6.34,172.0,228721.825,172031.634,1135.205,163.4,0.0,90.0
3245/104,143.4,144.42,1.02,41.81,16.1,6.34,172.0,228721.825,172031.634,1135.205,163.4,360.0,89.0
3245/104,144.42,145.4,0.98,40.28,8.88,9.63,78.0,228721.825,172031.634,1135.205,163.4,0.0,90.0
3245/104,144.42,145.4,0.98,40.28,8.88,9.63,78.0,228721.825,172031.634,1135.205,163.4,360.0,89.0
3245/104,145.4,146.41,1.01,40.19,12.91,6.76,86.0,228721.825,172031.634,1135.205,163.4,0.0,90.0
3245/104,145.4,146.41,1.01,40.19,12.91,6.76,86.0,228721.825,172031.634,1135.205,163.4,360.0,89.0
3245/104,146.41,147.41,1.0,38.26,8.01,10.21,93.0,228721.825,172031.634,1135.205,163.4,0.0,90.0
3245/104,146.41,147.41,1.0,38.26,8.01,10.21,93.0,228721.825,172031.634,1135.205,163.4,360.0,89.0
3245/104,147.41,148.21,0.8,38.49,15.79,5.21,148.0,228721.825,172031.634,1135.205,163.4,0.0,90.0
3245/104,147.41,148.21,0.8,38.49,15.79,5.21,148.0,228721.825,172031.634,1135.205,163.4,360.0,89.0
3245/104,148.21,148.99,0.78,34.7,15.39,5.74,137.0,228721.825,172031.634,1135.205,163.4,0.0,90.0
3245/104,148.21,148.99,0.78,34.7,15.39,5.74,137.0,228721.825,172031.634,1135.205,163.4,360.0,89.0
3245/104,148.99,149.6,0.61,27.54,17.94,7.13,370.0,228721.825,172031.634,1135.205,163.4,0.0,90.0
3245/104,148.99,149.6,0.61,27.54,17.94,7.13,370.0,228721.825,172031.634,1135.205,163.4,360.0,89.0
3245/104,149.6,150.1,0.5,30.95,22.19,3.66,873.0,228721.825,172031.634,1135.205,163.4,0.0,90.0
3245/104,149.6,150.1,0.5,30.95,22.19,3.66,873.0,228721.825,172031.634,1135.205,163.4,360.0,89.0
3245/104,150.1,150.98,0.88,13.93,14.39,16.6,607.0,228721.825,172031.634,1135.205,163.4,0.0,90.0
3245/104,150.1,150.98,0.88,13.93,14.39,16.6,607.0,228721.825,172031.634,1135.205,163.4,360.0,89.0
3245/105,135.27,135.88,0.61,25.18,4.96,21.35,2.5,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,135.27,135.88,0.61,25.18,4.96,21.35,2.5,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,135.88,137.0,1.12,34.41,2.63,16.09,4.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,135.88,137.0,1.12,34.41,2.63,16.09,4.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,137.0,138.24,1.24,33.53,4.23,16.9,12.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,137.0,138.24,1.24,33.53,4.23,16.9,12.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,138.24,139.2,0.96,36.15,1.22,13.69,32.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,138.24,139.2,0.96,36.15,1.22,13.69,32.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,139.2,140.0,0.8,33.03,13.46,9.39,40.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,139.2,140.0,0.8,33.03,13.46,9.39,40.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,140.0,140.4,0.4,38.53,5.14,8.2,52.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,140.0,140.4,0.4,38.53,5.14,8.2,52.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,140.4,141.6,1.2,9.94,0.71,6.44,18.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,140.4,141.6,1.2,9.94,0.71,6.44,18.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,141.6,143.0,1.4,21.84,3.94,7.24,15.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,141.6,143.0,1.4,21.84,3.94,7.24,15.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,143.0,144.25,1.25,15.4,0.82,3.54,8.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,143.0,144.25,1.25,15.4,0.82,3.54,8.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,144.25,144.97,0.72,4.81,0.06,3.33,3.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,144.25,144.97,0.72,4.81,0.06,3.33,3.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,144.97,146.0,1.03,11.09,1.39,4.59,16.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,144.97,146.0,1.03,11.09,1.39,4.59,16.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,146.0,147.04,1.04,2.5,0.27,3.5,4.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,146.0,147.04,1.04,2.5,0.27,3.5,4.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,147.04,147.85,0.81,12.91,5.83,20.93,37.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,147.04,147.85,0.81,12.91,5.83,20.93,37.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,147.85,149.0,1.15,9.3,3.05,8.81,25.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,147.85,149.0,1.15,9.3,3.05,8.81,25.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,149.0,149.74,0.74,6.49,0.85,6.28,9.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/105,149.0,149.74,0.74,6.49,0.85,6.28,9.0,228696.143,172105.358,1136.245,158.0,0.0,90.0
3245/107,139.62,140.23,0.61,36.33,2.86,13.06,2.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,139.62,140.23,0.61,36.33,2.86,13.06,2.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,140.23,141.28,1.05,41.44,3.85,13.46,7.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,140.23,141.28,1.05,41.44,3.85,13.46,7.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,141.28,142.27,0.99,50.49,9.11,4.45,74.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,141.28,142.27,0.99,50.49,9.11,4.45,74.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,142.27,143.0,0.73,32.39,28.54,2.58,402.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,142.27,143.0,0.73,32.39,28.54,2.58,402.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,143.0,143.88,0.88,34.94,27.73,0.86,360.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,143.0,143.88,0.88,34.94,27.73,0.86,360.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,143.88,144.95,1.07,49.13,13.93,1.99,217.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,143.88,144.95,1.07,49.13,13.93,1.99,217.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,144.95,145.69,0.74,49.48,11.99,2.99,46.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,144.95,145.69,0.74,49.48,11.99,2.99,46.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,145.69,146.14,0.45,32.98,8.81,2.31,24.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,145.69,146.14,0.45,32.98,8.81,2.31,24.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,146.14,146.63,0.49,3.53,0.85,0.84,2.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,146.14,146.63,0.49,3.53,0.85,0.84,2.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,146.63,147.26,0.63,22.43,29.96,2.39,30.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,146.63,147.26,0.63,22.43,29.96,2.39,30.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,147.26,147.94,0.68,10.2,4.96,2.12,15.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,147.26,147.94,0.68,10.2,4.96,2.12,15.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,147.94,148.36,0.42,26.68,11.94,6.31,80.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,147.94,148.36,0.42,26.68,11.94,6.31,80.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,148.36,148.67,0.31,8.08,4.23,3.58,20.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/107,148.36,148.67,0.31,8.08,4.23,3.58,20.0,228671.779,172106.674,1136.06,158.0,0.0,90.0
3245/108,140.18,140.7,0.52,33.15,17.63,12.31,86.0,228695.775,172030.428,1135.32,157.4,0.0,90.0
3245/108,140.18,140.7,0.52,33.15,17.63,12.31,86.0,228695.775,172030.428,1135.32,157.4,0.0,89.0
3245/108,140.7,141.5,0.8,41.06,16.8,8.54,124.0,228695.775,172030.428,1135.32,157.4,0.0,90.0
3245/108,140.7,141.5,0.8,41.06,16.8,8.54,124.0,228695.775,172030.428,1135.32,157.4,0.0,89.0
3245/108,141.5,142.4,0.9,21.93,48.93,2.94,298.0,228695.775,172030.428,1135.32,157.4,0.0,90.0
3245/108,141.5,142.4,0.9,21.93,48.93,2.94,298.0,228695.775,172030.428,1135.32,157.4,0.0,89.0
3245/108,142.4,143.01,0.61,18.16,42.84,5.14,671.0,228695.775,172030.428,1135.32,157.4,0.0,90.0
3245/108,142.4,143.01,0.61,18.16,42.84,5.14,671.0,228695.775,172030.428,1135.32,157.4,0.0,89.0
3245/108,143.01,144.21,1.2,13.28,27.04,14.5,857.0,228695.775,172030.428,1135.32,157.4,0.0,90.0
3245/108,143.01,144.21,1.2,13.28,27.04,14.5,857.0,228695.775,172030.428,1135.32,157.4,0.0,89.0
3245/108,144.21,145.4,1.19,20.96,27.26,10.04,716.0,228695.775,172030.428,1135.32,157.4,0.0,90.0
3245/108,144.21,145.4,1.19,20.96,27.26,10.04,716.0,228695.775,172030.428,1135.32,157.4,0.0,89.0
3245/108,145.4,146.6,1.2,25.86,16.59,14.08,193.0,228695.775,172030.428,1135.32,157.4,0.0,90.0
3245/108,145.4,146.6,1.2,25.86,16.59,14.08,193.0,228695.775,172030.428,1135.32,157.4,0.0,89.0
3245/108,146.6,147.5,0.9,27.46,24.23,8.19,166.0,228695.775,172030.428,1135.32,157.4,0.0,90.0
3245/108,146.6,147.5,0.9,27.46,24.23,8.19,166.0,228695.775,172030.428,1135.32,157.4,0.0,89.0
3245/108,147.5,147.65,0.15,12.24,7.45,8.41,80.0,228695.775,172030.428,1135.32,157.4,0.0,90.0
3245/108,147.5,147.65,0.15,12.24,7.45,8.41,80.0,228695.775,172030.428,1135.32,157.4,0.0,89.0
3245/108,147.65,148.4,0.75,2.93,4.85,19.25,104.0,228695.775,172030.428,1135.32,157.4,0.0,90.0
3245/108,147.65,148.4,0.75,2.93,4.85,19.25,104.0,228695.775,172030.428,1135.32,157.4,0.0,89.0
3245/108,148.4,149.01,0.61,0.83,0.82,14.39,72.0,228695.775,172030.428,1135.32,157.4,0.0,90.0
3245/108,148.4,149.01,0.61,0.83,0.82,14.39,72.0,228695.775,172030.428,1135.32,157.4,0.0,89.0
3245/109,134.7,135.8,1.1,10.86,0.89,12.03,8.0,228671.369,172031.197,1135.395,154.4,360.0,90.0
3245/109,134.7,135.8,1.1,10.86,0.89,12.03,8.0,228671.369,172031.197,1135.395,154.4,0.0,90.0
3245/109,135.8,136.4,0.6,8.13,1.9,15.15,7.0,228671.369,172031.197,1135.395,154.4,360.0,90.0
3245/109,135.8,136.4,0.6,8.13,1.9,15.15,7.0,228671.369,172031.197,1135.395,154.4,0.0,90.0
3245/109,136.4,137.0,0.6,3.75,0.53,8.48,3.0,228671.369,172031.197,1135.395,154.4,360.0,90.0
3245/109,136.4,137.0,0.6,3.75,0.53,8.48,3.0,228671.369,172031.197,1135.395,154.4,0.0,90.0
